words,ipa
খঅন,kʰɔ͡o̯n
মসইদৎ,mɔʃo͡i̯d̪ɔt̪
লুডন,ludɔn
উঁজু,ũɟu
হুইচ,hu͡i̯c
চালাইত,cala͡i̯t̪o
ন-জানে,nɔ-ɟane
বেহা,beha
উনত,unot̪o
হাডাইত,hada͡i̯t̪o
উদঅ,ud̪o͡ɔ̯
তাবিজর,t̪abiɟɔr
জোরে,ɟore
কেঁএইলর,kẽe͡i̯lɔr
জোরঅ,ɟoro
লায়,laʲ
উন্নিশ,unniʃ
হজ্জ,hɔɟɟo
নঅ,nɔ͡o̯
টিয়ারলাই,tiʲarla͡i̯
হাইব,ha͡i̯bo
উনা,una
দুনা,d̪una
বল,bɔl
বেশি,beʃi
ভরা,bʱɔra
পেডে,pede
রসাতল,rɔʃat̪ɔl
ওঁলে,õle
ঘি,gʱi
ন-উডে,n-ude
ঋণ,rin
হেষ্ট,heʃto
মাথায়,mat̪ʰaʲ
থাকে,t̪ʰake
মলইর,mɔlir
আর-এক,arɔ-ek
জলইর,ɟɔlir
একজনর,ækɟonor
দশজন,d̪ɔʃɟɔn
আঁসিলে,ãʃile
রইস্যা,ro͡i̯ʃʃa
নিজে,niɟe
বেইশ্যা,be͡i̯ʃʃa
হাসিলে,haʃile
ইয়েলে,iʲele
মাতিলে,mat̪ile
বদা,bɔd̪a
টনটনায়,tɔntonaʲ
শিয়ালে,ʃiʲale
শিয়ালর,ʃiʲalɔr
আইলর,a͡i̯lɔr
ঐ,o͡i̯
আইলৎ,a͡i̯lɔt̪
ন-যা,nɔ-ɟa
হথায়অ,hɔt̪ʰaʲɔ
পণ্ডিতি,pondit̪i
ঝরে-অ,ɟʱɔre-o
বারিষ,bariʃ
গুলিয়ে,guliʲe
বাগ,bag
ঘরৎ,gʱɔrt̪
জন,ɟɔn
চতুর,cot̪ur
মৈরলে,mo͡i̯rle
পাঁজ্জন,pãɟɟon
আঁতুর,ãt̪ur
জিদে,ɟid̪e
বাদে,bad̪e
মৈগে,mo͡i̯ge
গালৎ,galot̪
হাত,hat̪
একর,ækor
কেডি,kedi
সের,ʃer
পাঁচচান,pãccan
পিডা,pida
ফুনি,pʰuni
হুনি,huni
হাতে,hat̪e
তালি,t̪ali
ন-বাজে,nɔ-baɟe
হারাই,hara͡i̯
মারাই,mara͡i̯
এরিঅ,eri͡o̯
বেরিঅ,beri͡o̯
এলেমততুন,elemt̪ɔt̪un
হেলেমর,helemɔr
জোর,ɟor
পাতিলা,pat̪ila
নারিচ,naricɔ
শাক,ʃak
বায়পুতে,baʲput̪e
যুক্তি,ɟukt̪i
পাইয়িদে,pa͡i̯ʲid̪e
রাঁনি,rãni
হাক,hak
যুতি,ɟut̪i
একাদশী,ækad̪ʃi
ছারাই,cʰara͡i̯
তিরিশ,t̪iriʃ
বাযন,baɟon
শাড়ি,ʃaɽi
পিন্দে,pind̪e
তেই,t̪e͡i̯
এককান,ækkan
খের,kʰer
ছিড়ি,cʰiɽi
দুইআন,d̪u͡i̯͡a̯n
রুই,ru͡i̯
দিইয়ুম,d̪i͡i̯ʲum
হারি,hari
আরি,ari
একবার,ækbar
তিনবার,t̪inbar
ফিরি,pʰiri
লাথিয়ে,lat̪ʰiʲe
মাইনষর,ma͡i̯nʃɔr
ইজ্জত,iɟɟɔt̪
কলিত,kolit̪o
রাড়ির,raɽir
সতীর,ʃot̪ir
গরে,gore
বিচার,bicar
ঝড়ে,ɟʱɔɽe
মাঘে,magʱe
শীত,ʃit̪
বাইরা,ba͡i̯ra
ধ্যাঅন,d̪ʱæ͡ɔ̯n
তারে,t̪are
মইগ্যার,mo͡i̯ggar
জ্ঞান,gæn
গায়,gaʲ
মায়,maʲ
রাঁধনি,rãd̪ʱoni
পুড়ি,puɽi
মরের,mɔrer
ফেন,pʰen
গালনি,galoni
একেত,æket̪
উলাইল্যা,ula͡i̯lla
বুড়ি,buɽi
আরঅ,arɔ͡o̯
পইরজ্যে,po͡i̯roɟɟe
ঢোলঅর,dʱolɔr
খাইৎ,kʰa͡i̯t̪
যারে,ɟare
জাঁচি,ɟãci
উধার,ud̪ʱar
পড়ে,pɔɽe
গাছঅর,gacʰɔr
ছাল,cʰalo
আরেক,arek
গাছৎ,gacʰot̪
এক্কানা,ækkana
পোয়ার,poʷar
হ্যাতরা,hæt̪ɔra
গোস্স্সা,gossa
বড়,bɔɽo
দশা,d̪ɔʃa
একজনে,ækɟone
টেইত,te͡i̯t̪o
পলল,pɔlolo
দেয়,d̪eʲ
গাতা,gat̪a
চইলে,co͡i̯le
বুঝা,buɟʱa
ক্যান,kæn
হারাম,haram
মণ,mɔn
দুধঅত,d̪ud̪ʱɔt̪o
ফোঁডা,pʰõda
চনা,cɔna
ফইরর,pʰo͡i̯rɔr
ও,o
বোতলর,bot̪olɔr
ঐতকাইল্যা,o͡i̯t̪ka͡i̯lla
দিন,d̪in
নাইরে,na͡i̯re
নাতি,nat̪i
খাবলা,kʰabla
দধি,d̪od̪ʱi
খাতি,kʰat̪i
ওজন,oɟon
বুঝি,buɟʱi
ভোজন,bʱoɟon
অনত্,ɔnɔt̪
পড়অন,pɔɽɔn
ওঁর,õr
ন-পঅন,nɔ-pɔn
ওদা,od̪a
চৈল,co͡i̯l
দড়অ,d̪ɔɽɔ
গোদা,god̪a
ঠেঙয়র,tʰeŋʲor
ওঁগগা,õgga
টিবি,tibi
বেয়াগ,beʲag
ভাতের,bʱat̪er
পঅন,pɔ͡o̯n
ওরে,ore
যাদুর,ɟad̪ur
হৈছালি,ho͡i̯cʰali
চাআলি,ca͡a̯li
ওলইলে,olile
গারাৎ,garat̪
বঅই,bɔ͡o̯͡i̯
ওঁল,õl
ফুলি,pʰuli
কেলাগাছ,kelagacʰ
অন,ɔn
ঔগওয়া,o͡u̯goʷa
ভাতৎ,bʱat̪ot̪
দুওয়া,d̪u͡o̯ʷa
অতীনের,ot̪iner
এত,æt̪o
কৈল,ko͡i̯l
ঔনৎ,o͡u̯not̪
যাই,ɟa͡i̯
ফিরিং,pʰiriŋ
কুত্তর,kut̪t̪or
কুইরর,ku͡i̯rɔr
কানা,kana
চৌগত,co͡u̯gɔt̪o
কেঅর,ke͡ɔ̯r
ফোঁদদি,pʰõd̪od̪i
কেঅ,ke͡o̯
বই-বই,bo͡i̯-bo͡i̯
গিরা,gira
গনের,gɔner
ক্যাডার,kædar
গিলিত,gilit̪o
ন-ফারের,nɔ-pʰarer
ফোয়াদঅর,pʰoʷad̪ɔr
পেলাইত,pela͡i̯t̪o
চৌগৎ,co͡u̯gɔt̪
কুঁড়,kũɽo
গাঁতৎ,gãt̪t̪
কেলারে,kelare
দলা,d̪ɔla
হলৈদরে,holo͡i̯d̪ɔre
ছাই,cʰa͡i̯
বৌঅরে,bo͡u̯ɔre
সেবিলে,ʃebile
পুতরে,put̪ɔre
পাই,pa͡i̯
ছৈঁঅরে,cʰo͡ĩ̯ɔre
গিল,gil
গরুরে,gorure
নাফা,napʰa
কইলকতার,kɔ͡i̯lokɔt̪ar
আইনলাম,a͡i̯nlam
পুতি,put̪i
বাইন,ba͡i̯n
দুয়ার,d̪uʲar
যারগই,ɟargi
চুলা,cula
কানারে,kanare
দেহঅন,d̪ehɔn
কাজির,kaɟir
গনাৎ,gɔnat̪
গোয়াইলৎ,goʷa͡i̯lɔt̪
বাঁআলে,bãale
থাপ্পর-চোয়ারে,t̪ʰappor-coʷare
কইয়ম,ko͡i̯ʲom
বাঁআলরে,bãalɔre
তে,t̪e
ন-বুঝে,no-buɟʱe
ঠারে-ঠুরে,tʰare-tʰure
চাইর,ca͡i̯r
পৈরল্লে,po͡i̯rolle
ঘাঁরে,gʱãre
তই,t̪o͡i̯
বুজিৎ,buɟit̪
কুত্তার,kut̪t̪ar
ঘেডিত,gʱedit̪o
কলি,koli
হাইল্যার,ha͡i̯lær
মাডিত,madit̪o
লারাচারা,laracara
পেডভরা,pedbʱɔra
কেঅয়,ke͡ɔ̯ʲo
পানিৎ,panik
নামইলে,namile
কমত্,kɔmot̪
আঁডু,ãdu
নামা,nama
কোলৎ,kolot̪
ব,bo
ই,i
দাঁড়ি,d̪ãɽi
হাঁরঅন,hãrɔn
কঅরায়,koraʲ
আঁডুর,ãdur
নীচে,nice
পৌশশঅন,po͡u̯ʃʃɔn
চেতন,cet̪on
হোয়ান,hoʲan
কোয়ালঅ,koʷalo
খাজ্জন,kʰaɟɟon
ছালামঅ,cʰalamk
গরঅন,gɔron
কিলঅর,kilɔr
চোডে,code
বিলঅর,bilɔr
খাবি,kʰabi
কিলঅরে,kilɔre
পেরতেঅ,perot̪e͡o̯
ডরায়,dɔraʲ
কামাইগার,kama͡i̯gar
দা,d̪a
কামাইর্গা,kama͡i̯rga
হঁত্তে,hɔ̃t̪t̪e
হারাপ,harap
কালা,kala
মেঘ,megʱ
আলাবালা,alabala
মেঘে,megʱe
বরে,bɔre
হইয়ুম,ho͡i̯ʲum
আরে,are
ঠারে,tʰare
লইবা,lɔ͡i̯ba
আক্কলঅর,akkolɔr
ঘরর,gʱɔror
গরায়,gɔraʲ
কার,kar
দুক,d̪uk
পেডৎ,pedot̪
গুঁজে,gũɟe
বাঁঅলর,bãɔlɔr
দাঁতত,d̪ãt̪t̪o
হারিগরর,harigɔrɔr
বৈদ্যের,bo͡i̯d̪d̪er
মৌগততুন,mo͡u̯gɔt̪ot̪un
নিত্তি,nit̪t̪i
ভূতর,bʱut̪ɔr
বাঁইটঠা,bãittʰa
ঘেডর,gʱedor
ভুতর,bʱut̪or
ঘাইটঠা,gʱa͡i̯ttʰa
মাছের,macʰer
লইটঠা,lɔ͡i̯ttʰa
দেশর,d̪eʃɔr
ভুঁতর,bʱũt̪ɔro
পইটঠা,po͡i̯ttʰa
হোন,hon
দোন,d̪on
বইসতঅ,bo͡i̯ʃt̪o͡o̯
পাইরলে,pa͡i̯͡i̯le
হুতঅ,hut̪o
কোন,kon
হোয়ালর,hoʷalɔr
দোষে,d̪oʃe
নৃ-মিলে,nri-mile
ভিডারে,bʱidare
গাইলদে,ga͡i̯ld̪e
পোয়াইলে,poʷa͡i̯le
কোয়ালর,koʷalɔr
কিঅর,ki͡ɔ̯r
মাঝৎ,maɟʱɔt̪
বাজঁলর,baɟ̃lɔr
ফেডে,pʰede
ন-জারে,nɔ-ɟare
লেজ,leɟ
চৈদ্দ,co͡i̯d̪d̪o
চুঙ্গাত,cuŋgat̪
ভইরলেঅ,bʱo͡i̯rle͡o̯
সোজা,ʃoɟa
নো-অয়,no-ɔʲ
হাইল,ha͡i̯l
বেইননার,be͡i̯nnar
কাইল,ka͡i̯l
কেলাদি,kelad̪i
ভারন,bʱaron
কেছ্য,kecʰo
তুইলতে,t̪u͡i̯lt̪e
আপ,ap
উডন,udon
কুইচ্ছারে,ku͡i̯ccʰare
চৌঅগ,co͡u̯ɔg
দিলে,d̪ile
পাত্তাল,pat̪t̪al
ছেদিব,cʰed̪ibo
কর্তার,kɔrt̪ar
ইচ্ছাতে,iccʰat̪e
কীর্তন,kirt̪on
চামও,camo
চেঁডর,cẽdɔr
কেঁডাদি,kẽdad̪i
কেঁডা,kẽda
তোলন,t̪olon
হৈঅর,ho͡i̯͡ɔ̯r
কৈ,ko͡i̯
ভাজন,bʱaɟon
কৈঅর,ko͡i̯͡ɔ̯r
হৈ,ho͡i̯
হাড়ে,haɽe
ভারে,bʱare
মাইজ্জি,ma͡i̯ɟɟi
ভুলঅ,bʱulo
ধইজ্জি,d̪ʱo͡i̯ɟɟi
চুরির,curir
ফাঁসি,pʰãsi
হানৎ,hanot̪
হলম,holom
রাই,ra͡i̯
দুনিয়াই,d̪uniʲa͡i̯
তোয়অন,t̪oʲo͡ɔ̯n
কানৎ,kanoʃ
কানর,kanɔr
সোনায়,ʃonaʲ
হান,han
হানর,hanor
কিলর,kilɔr
বিলর,bilɔr
বেআরি-লগে,beɟori-lge
ফুঁতে,pʰũt̪e
ক্ষুধা,kʰud̪ʱa
হাইবো,ha͡i̯bo
কিসতা,kist̪a
মিসতা,mist̪a
নাইরকলর,na͡i̯rɔkɔlɔr
চুঁছ,cũcʰo
বাপততে,bapt̪t̪e
উইটটে,u͡i̯tte
দাঁরি,d̪ãri
ফোয়াততে,pʰoʷat̪t̪e
মোছ,mocʰo
কুইচ্যারে,ku͡i̯ccare
ন-দেখাইস,nɔ-d̪ekʰa͡i̯ʃ
হোদালে,hod̪ale
বুক,buk
পিঠ,pitʰ
ন-টানে,nɔ-tane
কোদালে,kod̪ale
কুত্ত,kut̪t̪o
যতই,ɟɔt̪o͡i̯
স্ট্যান্ডার্ড,standard
অউক,ɔ͡u̯k
যাইয়েরে,ɟa͡i̯ʲere
লুডে,lude
ছাইয়ুত,cʰa͡i̯ʲut̪
খুরমা,kʰurma
ফাইয়ে,pʰa͡i̯ʲe
ফান,pʰan
গরের,gɔrer
খাইবের,kʰa͡i̯ber
বারো,baro
লনঅর,lɔnɔr
ফইরা,pʰo͡i̯ra
ন-পাইললে,nɔ-pa͡i̯lle
খোদ,kʰod̪
অউরি,ɔ͡u̯ri
মঈ,mɔ͡i̯
ডেইলা,de͡i̯la
বায়,baʲ
দাই,d̪a͡i̯
পইজ্জে,po͡i̯ɟɟe
ফইরুত,pʰo͡i̯rut̪
গেইয়ি,ge͡i̯ʲi
নাতা,nat̪a
ছাড়ে,cʰaɽe
বরাইয়্যা,bɔra͡i̯ʲla
খাল,kʰalo
কাডি,kadi
কুমির,kumir
ঘল্লান,gʱɔllan
খালৎ,kʰalot̪
জোরৎ,ɟorɔt̪
ফুয়াইলে,pʰuʲa͡i̯le
ফুয়ায়,pʰuʲaʲ
খাইল্যা,kʰa͡i̯lla
ঘড়া,gʱɔɽa
বাজে,baɟe
রূপ,rup
বেডীর,bedir
হাজন,haɟon
খর,kʰɔr
পোন্দে,pond̪e
জানি,ɟani
মোছওয়ালা,mocʰoʷala
বাজি,baɟi
গিয়ে,giʲe
দাড়িওয়ালা,d̪aɽi͡o̯ʷala
খাজানাততুন,kʰaɟanat̪ot̪un
বাজানা,baɟana
খাইয়ুম,kʰa͡i̯ʲum
পেড,ped
ধাইয়ুম,d̪ʱa͡i̯ʲum
দেশ,d̪eʃ
ছাড়ি,cʰaɽi
রাজ্য,raɟɟo
খাউযযনি,kʰa͡u̯ɟɟoni
উইট্রে,u͡i̯tre
ন-জাইলে,nɔ-ɟa͡i̯le
বইত,bo͡i̯t̪o
ন-জাইনলে,nɔ-ɟa͡i̯nle
লরে,lɔre
মউই,mɔ͡u̯i
ডেউলা,de͡u̯la
খাইতে,kʰa͡i̯t̪e
বারে,bare
আইটতে,a͡i̯tt̪e
খওর,kʰor
মাসর,maʃor
তেরো,t̪ero
গনর,gɔnor
ঝোরাৎ,ɟʱorat̪
খোশ,kʰoʃ
হবর,hɔbor
অইলেঅ,æ͡i̯le͡o̯
ঝুটা,ɟʱuta
গালত্তোবারে,galot̪t̪obare
গরাস,gɔraʃ
গরুতুন,gorut̪un
পুছার,pucʰar
গালঅর,galɔr
বাআরদি,ba͡a̯cʰod̪i
হঅন,hɔ͡o̯n
গিরস্থর,girɔst̪ʰɔr
খারাপ,kʰarap
নাইয়রে,na͡i̯ʲre
ঝি,ɟʱi
বেড়নএ,beɽone
গরিত,gorit̪o
এক্কানলাইতথাই,ækkanla͡i̯t̪ɔt̪ʰa͡i̯
আততান,at̪ot̪an
গইরলে,girle
কাম,kam
শরবত,ʃɔrbot̪
ফর্বত,pʰɔrbɔt̪
গরিবের,goriber
গরিবিপনা,goribipɔna
নুনদি,nund̪i
চিনিপানা,cinipana
গোড়া,goɽa
হাডি,hadi
ডালঅন,dalɔn
আগাত,agat̪
দঅন,d̪ɔ͡o̯n
গুরা,gura
হালে,hale
নানারঅ,nanaro
জোয়ান,ɟoʲan
অউরঅ,ɔ͡u̯rɔ
বুড়া,buɽa
বেয়াইরঅ,beʲa͡i̯ro
গুণর,gunɔr
আদর,ad̪or
গুণীততে,gunit̪ɔt̪e
ফুলর,pʰulr
ভোঁঅরাত্তে,bʱõɔrat̪t̪e
ফেরতেঅ,pʰert̪e͡o̯
ছেপ,cʰep
ফেলে,pʰele
গীতঅর,git̪ɔr
কুনকুনি,kunkuni
ঝড়অর,ɟʱɔɽɔr
পিনপিনি,pinpini
কজন,kɔɟon
মুকর,mukor
বেয়্যাগুনে,beʲagune
হাটুল,hatul
ওঁডৎ,õdot̪
গেইল,ge͡i̯l
গোঁজরর,gõɟrɔr
টালৎ,talt̪
পদ্মফুল,pɔd̪pʰul
ফুডন,pʰuɽon
গোয়াইল্ল্যার,goʷa͡i̯llær
দুধ-দই,d̪ud̪ʱ-d̪i
গোয়াইল্লা,goʷa͡i̯lla
হত্তে,hɔt̪t̪e
গেরঅস্থর,gerɔst̪ʰɔr
চোরাইয়্যা,cora͡i̯ʲla
বোঁচকা,bõcka
বাঁধে,bãd̪ʱe
ঘোরার,gʱorar
গাঁজা,gãɟa
পাঁজা,pãɟa
গদ্দনায়,gɔd̪d̪onaʲ
বাপ-দাদার,bap-d̪ad̪ar
নাম,nam
ডুবাই,duba͡i̯
ডাকে,dake
গাঁজাখোর,gãɟakʰor
গাইয়ে,ga͡i̯ʲe
গোয়ালে,goʷale
পানিঅ,pani͡o̯
দুধ,d̪ud̪ʱ
গুরু,guru
বিদ্যা,bid̪d̪a
গোঁওট্রালৎ,gõotralok
পদ্দফুল,pɔd̪d̪opʰul
ফুডঅন,pʰudɔn
গোরা,gora
আগাদি,agad̪i
গোয়াইললেই,goʷa͡i̯lle͡i̯
গাঁরা,gãra
খোঁরে,kʰõre
পারার,parar
মৈত্ত,mo͡i̯t̪t̪o
পরি,pori
গোয়াইল্যার,goʷa͡i̯lær
ঘরভাঙ্গন,gʱɔrbʱaŋgon
মছইত,mɔcʰo͡i̯t̪o
ভাঙ্গন,bʱaŋgon
ফুয়ান,pʰuʲan
লিপি,lipi
দুয়ারত,d̪uʲarɔt̪o
আছাড়,acʰaɽ
হা,ha
হাচে,hace
ঘাঢ়া,gʱaɽʱa
দূরে,d̪ure
ঔনর,o͡u̯nɔr
ডাহঅদি,dahod̪i
উনায়,unaʲ
অউনর,ɔ͡u̯nɔr
ন-যাই,nɔ-ɟa͡i̯
ঘুমর,gʱumɔr
ভান,bʱan
গৈরলে,go͡i̯role
তুলিত,t̪ulit̪o
ঘাডৎ,gʱadot̪
ডুবঅন,dubɔn
ঘুমে,gʱume
ন-মানে,nɔ-mane
খাট,kʰat
পিরিত,pirit̪o
জাত-বেজাত,ɟat̪-beɟat̪
ঘোঁঅডার,gʱõʃdar
ভিতর,bʱit̪or
খেমটা,kʰemta
নাচ,nac
পার,par
ঘাইট্টাইল্যা,gʱa͡i̯tta͡i̯lla
ঘাড,gʱad
ঘিয়র,gʱiʲor
বাঁআশে,bãaʃe
ছালা,cʰala
বেচা,beca
যঅন,ɟɔ͡o̯n
ঘরঅর,gʱɔrɔr
মঅরঅ,mɔ͡o̯ro͡o̯
মৈষ,mo͡i̯ʃ
চরান,cɔran
বনঅর,bɔnɔr
উন্দুরে,und̪ure
কাডে,kade
বেরা,bera
তা,t̪a
টের,ter
বের,ber
বাত্তি,bat̪t̪i
ন-দিই,no-d̪i͡i̯
মোছইদত,mocʰo͡i̯d̪ɔt̪
ডুবন,dubon
ঘাড়ার,gʱaɽar
ন-খায়,nɔ-kʰaʲ
ঘরজামাইয়্যা,gʱɔrɟama͡i̯ʲla
কামাই,kama͡i̯
খাইঅম,kʰa͡i̯͡ɔ̯m
হততুন,ht̪ot̪un
গিরার,girar
কড়ি,koɽi
নাশে,naʃe
হামাই,hama͡i̯
ঘোড়া,gʱoɽa
খোঁড়া,kʰõɽa
নাইত্তা,na͡i̯t̪t̪a
নুরুনি,nuruni
মাত,mat̪
অনুবাদ,onubad̪
বাঁধন,bãd̪ʱon
মুইর্গ্যা,mu͡i̯rgæ
গরচ,gɔroc
কিনন,kinɔn
টুইগ্যা,tu͡i̯gka
বিয়া,biʲa
করন,kɔron
তঅই,t̪ɔ͡o̯͡i̯
ঘোলাই,gʱola͡i̯
হারামজাদা,haramɟad̪a
চিটাইঙ্গা,cita͡i̯ŋga
ফুয়া,pʰuʲa
মেড়িত,meɽit̪o
ফইল্লে,pʰɔ͡i̯lle
লুয়া,luʲa
চিলে,cile
ছোঅল,cʰo͡ɔ̯l
ফেজা,pʰeɟa
অইলেও,æ͡i̯le͡o̯
চোর,cor
চিৎ,cit̪
বাআদে,ba͡a̯d̪e
উইৎ,u͡i̯t̪
করিৎ,korit
মুখ,mukʰ
লাহরি,lahori
বৌঅর,bo͡u̯ɔr
চৈধরি,co͡i̯d̪ʱri
বরঅ,bɔro͡ɔ̯
ফুআয়,pʰu͡a̯ʲ
পৌঁদঅর,po͡ũ̯d̪ɔr
চৌগে,co͡u̯ge
সংসার,ʃɔŋʃar
দেখে,d̪ekʰe
পৈত্তে,po͡i̯t̪t̪e
দাইলে,d̪a͡i̯le
বাড়ে,baɽe
চাচতো,cacot̪o
জেডতো,ɟedt̪o
ভাইয়ান,bʱa͡i̯ʲan
নাও,na͡o̯
পেডর,pedor
চোরাইয়ার,cora͡i̯ʲar
বাড়িত,baɽit̪o
দালান,d̪alan
চোরঅর,corɔr
দশ,d̪ɔʃ
বড়অ,bɔɽo͡ɔ̯
চিনদে,cind̪e
ভৌডঅ,bʱo͡u̯do͡o̯
হওন,hon
ফোঁন,pʰõn
ডাহাইতে,daha͡i̯t̪e
চান্দর,cand̪ɔr
ফনর,pʰɔnor
আঁদার,ãd̪ar
চাঁদরেঅ,cãd̪ore͡o̯
গন্নায়,gɔnnaʲ
ধরে,d̪ʱore
চাদ্দরর,cad̪d̪orɔr
টাইলে,ta͡i̯le
মোশায়,moʃaʲ
অরায়,ɔraʲ
বোক্কার,bokkar
ভেতর,bʱet̪or
নজর,noɟor
ভাঁআইরর,bʱãa͡i̯rɔr
কোনাত,konat̪o
চৈৎ,co͡i̯t̪
মাইসা,ma͡i̯ʃa
খরানে,kʰɔrane
খোঁজের,kʰõɟer
পরাণে,pɔrane
তঅ,t̪ɔ͡o̯
চিকদইয্যা,cikd̪iɟɟa
একদইয্যা,ækd̪iɟɟa
মনঅত,mɔnɔt̪o
পোলিশ,poliʃ
পইতা,po͡i̯t̪a
ন-লায়,nɔ-laʲ
চডি,codi
জোতার,ɟot̪ar
ফিতে,pʰit̪e
বদলাইত,bɔd̪la͡i̯t̪o
ফারে,pʰare
হাসিয়ত,haʃiʲot̪
ন-ফারে,nɔ-pʰare
চউকে,cɔ͡u̯ke
যুইননা,ɟu͡i̯nna
কোয়াইল্‌ল্লা,koʲa͡i̯llla
কাডিলে,kadile
দুইননা,d̪u͡i̯nna
আনধার,and̪ʱar
চইয়ার,cɔ͡i̯ʲar
দহইন,d̪ɔhin
চোরে,core
মঅতো,mɔ͡o̯t̪o
চাইলদা,ca͡i̯ld̪a
বেচনি,beconi
দোলনাত,d̪olnat̪o
চরে,cɔre
হন্নান,hɔnnan
ফুছার,pʰucʰar
চোররে,corore
গেরস্তরে,gerost̪ɔre
চইদি,co͡i̯d̪i
থাক,t̪ʰak
চরি,cori
বরি,bori
উরাৎ,urat̪
লাদন,lad̪on
চেলা,cela
মৈষর,mo͡i̯ʃɔr
নাআন,na͡a̯n
মৈচালন,mo͡i̯calon
ছলর,cʰɔlor
সিন্নি,ʃinni
ছ্যাফ,cʰæpʰ
গিলিলে,gilile
ফানির,pʰanir
তিরাশ,t̪iraʃ
ন-মরে,no-mɔre
ছ'অলে,cʰɔ'ole
প'অলে,po'ole
ছঅল,cʰɔ͡ɔ̯lo
মৈরলাম,mo͡i̯rlam
গিরস্থে,girɔst̪ʰe
আনুনি,anuni
খাইলাম,kʰa͡i̯lam
ছ'অল,cʰɔ'ɔlo
চইত,cɔ͡i̯t̪o
লাইগদঅ,la͡i̯gd̪ɔ͡o̯
ছোড,cʰod
মোড,mod
বেডিঅ,bedi͡o̯
ঠআঁক,tʰãk
কেলাতলে,kelat̪ɔle
লাংগুয়া,laŋguʷa
ডাউগ্য,da͡u̯ggo
নাচে,nace
খুডার,kʰudar
বলে,bole
মেয়োফোয়াই,meʲopʰoʷa͡i̯
মদ্দর,mɔd̪d̪or
ছইল্যা,cʰo͡i̯lla
খুঁত,kʰũt̪
ছিক্কার,cʰikkar
বিলাইঅর,bila͡i̯͡ɔ̯r
ছিক্কা,cʰikka
লত,lɔt̪o
ন-ফাইলে,nɔ-pʰa͡i̯le
ফালে,pʰale
ফঅলে,pʰɔ͡o̯le
আঁস,ãʃ
আন্ধে,and̪ʱe
আঁঝ,ãɟʱ
কান্দে,kand̪e
আঁধায়,ãd̪ʱaʲ
ছঅলর,cʰɔ͡ɔ̯lɔr
লম্বর,lɔmbɔr
ছুইল্‌লা,cʰu͡i̯lla
ছঅলে,cʰɔ͡o̯le
বিআয়,bi͡a̯ʲ
ছোঅদির,cʰoggod̪ir
দুর্গোচ্ছব,d̪urgoccʰob
বাকি,baki
ন-থায়,nɔ-t̪ʰaʲ
জইদারি,ɟɔ͡i̯d̪ari
গোঁড়াৎ,gõɽat̪
কলম,kɔlom
গুজি,guɟi
ভঅইয়্যা,bʱɔ͡o̯͡u̯iʲla
নাচায়,nacaʲ
ফেইলতে,pʰe͡i̯lɔt̪e
কুলা,kula
ছঅলরে,cʰɔ͡ɔ̯lɔre
কিইয়ে,ki͡i̯ʲe
পাইয়্যি,pa͡i̯ki
হাডা,hada
কেএরে,ke͡e̯re
ছাইয়ুর,cʰa͡i̯ʲur
জাতে,ɟat̪e
জাত,ɟat̪
কিয়ারা,kiʲara
গাত,gat̪
গোষ্ঠীর,goʃtʰir
পির,pir
ফুতি,pʰut̪i
পুয়ার,puʲar
চাইবা,ca͡i̯ba
হাডৎ,hadt̪
মাঅ,maʃ
কন্যার,konnar
জোঁকর,ɟõkɔr
মুঅত,mu͡ɔ̯t̪o
ফরন,pʰɔron
নুন,nun
জয়হালে,ɟɔʲhale
খয়,kʰɔʲ
জয়কালে,ɟɔʲkale
জেতারে,ɟet̪are
বারাইতে,bara͡i̯t̪e
হতক্ষণ,ht̪okkʰon
জাতঅর,ɟat̪ɔr
মাইয়া,ma͡i̯ʲa
কালাঅ,kalab
জাতৎ,ɟat̪t̪
মাতাল,mat̪al
তালৎ,t̪alot̪
ঠিক,tʰik
হারামখোর,haramkʰor
ফোয়ান,pʰoʲan
বউয়ের,bo͡u̯ʲer
দেহা,d̪eha
শুকুর,ʃukur
জুঁইদারের,ɟũid̪arer
ভিক,bʱik
মাগিলেও,magile͡o̯
ঘোরাত,gʱorat̪
জমিদারের,ɟomid̪arer
জাতর,ɟat̪or
গাতে,gat̪e
কন্যা,konna
জেউরগা,ɟe͡u̯rɔga
রোয়াঅ,roʷa͡ɔ̯
রোয়া,roʷa
পোয়াঅ,poʷa͡ɔ̯
খাডি,kʰadi
পৈ,po͡i̯
র,ro
গিরছ,gircʰo
খুঁড়া,kʰũɽa
মৈর,mo͡i̯r
জিইক্কা,ɟi͡i̯kka
ঝড়,ɟʱɔɽ
ইক্কা,ikka
জুঁইর,ɟũir
জত্তনে,ɟɔt̪t̪one
বত্তন,bot̪t̪on
মাইয়্যা,ma͡i̯ʲla
নদীর,nod̪ir
ঘোলা,gʱola
কৈন্যা,ko͡i̯nna
জাতঅ,ɟat̪o
পেডঅ,pedɔ
ভরিল,bʱoril
জিরাই,ɟira͡i̯
জাগা,ɟaga
কুত্তা,kut̪t̪a
আনের,aner
ঝাড়িয়ে,ɟʱaɽiʲe
নেলাইদে,nela͡i̯d̪e
মু,mu
নেয়ালাদে,neʲalad̪e
বউয়র,bɔ͡u̯ʲor
ঝরতুয়ানে,ɟʱɔrt̪uʷane
বক,bɔk
কেরামতি,keramot̪i
বারের,barer
